"episode_id","shot","start","end","purpose","action","camera","ai_source_layer","deterministic_overlay","storyboard_reuse_status","asset_status","high_risk","high_risk_reason","candidate_minimum","formal_filename","candidate_a_filename","candidate_b_filename","character_reference","approval_state","actual_formal_path","actual_formal_sha256","actual_width","actual_height","actual_preview_path","actual_preview_sha256","actual_candidate_file_count","actual_independent_candidate_count","candidate_contract_status","layer_separation_status","per_shot_qa_status","residual_visual_risk","source_inventory_path","source_episode_qa_path","actual_status"
"HC20260810-005","S10","48.80","56.00","启动提示","单一青绿圆点沿短路径进入结束板","无相机运动","无AI动态源；确定性结束板","后期确定性叠加：三分钟不是恢复公式","deterministic-board","deterministic-board","no","","1","HC20260810-005-v01-S10-firstframe.png","HC20260810-005-v01-S10-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S10-firstframe.png","fc204e0f197c9ebc70a1f35b69229c906ab2353d48e139f19d69aad730d2d88a","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S10-review.png","af378125ce0ec3d7feff60f2fe274ef2973d72fa3276ef730cc575cf48d522f8","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S01","00.00","04.00","时间对比钩子","客厅沙发旁，系统闹钟占位与人物醒来画面硬切","同机位中景匹配剪辑","两条人物源：放下手机；醒来睁眼","后期确定性叠加：闹钟时长 / 实际睡着时段","new","new","yes","cover+手+手机","2","HC20260810-006-v01-S01-firstframe.png","HC20260810-006-v01-S01-candidate-a.png","HC20260810-006-v01-S01-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S01-firstframe.png","bb69eac4f625277a5b4cae88930d332d89fa665eaa2442d720a9b451a4989229","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S01-storyboard-with-copy.png","b7d5ef4ef9dd78a47c0670e508023c0a381a57f14f2d0b5c4677eac91d27461a","3","3","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","REMEDIATED-2026-08-14: prior short phone and screen artifacts removed; oblique blank-screen candidate selected; independent final review pending.","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S02","04.00","09.90","解释时间差","一条无字时间带分成躺下、等待、睡着、醒来","无相机运动，确定性时间带","无AI动态源；不显示数字的色块时间带","后期确定性叠加：别漏掉入睡前等待","deterministic-board","deterministic-board","no","","1","HC20260810-006-v01-S02-firstframe.png","HC20260810-006-v01-S02-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S02-firstframe.png","20a14d22ade2122be92f23655185bab3989fed4297de61867b0d795afc64c616","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S02-storyboard-with-copy.png","e0f7f946acb5ed6a2ac25ed2f2da94917f8ea958251562e8477856b70d0ea12b","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S03","09.90","14.80","记录躺下","人物放好靠枕，黑屏手机留在边桌","客厅广角固定","人物只调整一次靠枕","后期确定性叠加：躺下时点","new","new","yes","手+手机","2","HC20260810-006-v01-S03-firstframe.png","HC20260810-006-v01-S03-candidate-a.png","HC20260810-006-v01-S03-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S03-firstframe.png","60de6bec80a1df458d969ca5dea06462e87b04b8313e36922837217cf3e11128","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S03-storyboard-with-copy.png","c0b43dca4f5305cc1178cc4eb3cc94cd6446d1ae78f53c853b6ca407e1ddc6a4","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S04","14.80","20.00","估计入睡","窗帘光线渐暗，人物闭眼保持自然姿态","侧面中远景固定","人物闭眼与自然呼吸","后期确定性叠加：估计入睡时点","new","new","no","","1","HC20260810-006-v01-S04-firstframe.png","HC20260810-006-v01-S04-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S04-firstframe.png","36df82d591b4f379ef6aa15a46d7c3d3ec6837a8d9c627e02eea470d304371ce","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S04-storyboard-with-copy.png","d1940fe03067a7a81dc1bcf3ed859aaea0c82d611f942eb2af8ec969a71c136c","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S05","20.00","25.20","记录醒来","人物自然睁眼后看向窗光，不触手机","眼平中近景，慢慢后拉","人物睁眼并转头一次","后期确定性叠加：醒来时点 / 是否被叫醒","new","new","yes","手+手机","2","HC20260810-006-v01-S05-firstframe.png","HC20260810-006-v01-S05-candidate-a.png","HC20260810-006-v01-S05-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S05-firstframe.png","43e64290ae7dad7d101e4aeac18425c466d4f42df51b74dbb11c3c289b29b73d","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S05-storyboard-with-copy.png","fc1ee135794784f91f329c9dd125817157fbaf253ac4e5e3a5a2512398e8787b","3","3","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","REMEDIATED-2026-08-14: silver stylus/second-device ghost removed; phone is a static table prop only.","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S06","25.20","30.50","手机三项记录","人物坐稳后在黑屏手机点按三处","越肩近景固定","人物单手三次轻点；不生成界面","后期确定性叠加：后期三时点点选","new","new","yes","手+手机","2","HC20260810-006-v01-S06-firstframe.png","HC20260810-006-v01-S06-candidate-a.png","HC20260810-006-v01-S06-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S06-firstframe.png","f5681f85197e05004527028eb3752087183ed0f3c3e29b8aa9930cb0dfbde5b8","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S06-storyboard-with-copy.png","7f48611366d54998e3b63f6295cdfc6f7983d3597e9be91432085f7a161d8c7d","9","7","PASS","PASS-separated","local-mechanical-pass;candidate-pass;phone-P2-closed;pending-independent-final-review","CLOSED-2026-08-14: prior E outer~1.99 lower-bound formal archived; adjudicated H outer~2.05 and screen~2.12 pass, uniform deep-teal screen, four complete corners, P2 closed.","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S07","30.50","35.90","醒后缓冲与安全","人物坐在沙发边缘，双脚落地安静停留，车钥匙留在玄关盘中","侧面全身中景固定","人物坐直并保持自然呼吸","后期确定性叠加：先留缓冲 / 没清醒不安排开车或机器操作","safe-reuse","new","yes","钥匙+车钥匙+盘","2","HC20260810-006-v01-S07-firstframe.png","HC20260810-006-v01-S07-candidate-a.png","HC20260810-006-v01-S07-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S07-firstframe.png","8ef36806244aa23ec5c2de5b6352ac4cdedc441ea4e5d4a0e4884703c1c3c7fd","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S07-storyboard-with-copy.png","29ac10933b8ad3f4a4c1bc443c0ed6c2a5678c0a5104abe30c418513f6de5af3","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S08","35.90","41.40","晚上补充","夜间卧室门口人物放下手机准备关灯","门口中远景，静态构图","人物放下手机并关灯","后期确定性叠加：当晚入睡感受","new","new","yes","手+手机","2","HC20260810-006-v01-S08-firstframe.png","HC20260810-006-v01-S08-candidate-a.png","HC20260810-006-v01-S08-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S08-firstframe.png","3b87681f9f908d12f5810ad567b3d95352d7907432458e11dd3d6072fbca223f","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S08-storyboard-with-copy.png","d03ed52638ab1b2ef780e6c7196e6c1ad77ca86a1cdb9a1a4a10266533f99d7b","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S09","41.40","47.50","个体差异","三张不同醒后状态的验收帧在确定性板上并列","无相机运动","无AI动态源；确定性差异信息板","后期确定性叠加：个人差异 / 不设统一长度","deterministic-board","deterministic-board","no","","1","HC20260810-006-v01-S09-firstframe.png","HC20260810-006-v01-S09-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S09-firstframe.png","88b13bc976ce3192467d267dddc7536c870200c0a5c369cff1b268dccfcc4b8c","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S09-storyboard-with-copy.png","7e7724c6a7f3301f027b3f5b0ccac98a0e1042d5deb5d3c7876d07dbfb0d1189","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-006","S10","47.50","54.00","对照结束","三枚时点圆点在品牌路径上排列","无相机运动","无AI动态源；确定性结束板","后期确定性叠加：三个时点 / 下次对照","deterministic-board","deterministic-board","no","","1","HC20260810-006-v01-S10-firstframe.png","HC20260810-006-v01-S10-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S10-firstframe.png","6da9004450024f7c3df3fffe3e0e18fdf3f1d3751327855dbb2abe78f68ddadd","1080","1920","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/storyboard_with_copy/HC20260810-006-v01-S10-storyboard-with-copy.png","4bc6f898b3bc4f0aa040103359a3944b39e1e65631fd682a6731f6ca77697af7","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-006/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S01","00.00","04.00","物件提示钩子","暖光餐桌边一只咖啡杯居中，人物伸手前停住","杯口特写向后拉到半身中景","人物手伸向杯子后停住","后期确定性叠加：杯子提醒 / 先记时点","new","new","yes","cover+手+餐+杯+咖啡","2","HC20260810-007-v01-S01-firstframe.png","HC20260810-007-v01-S01-candidate-a.png","HC20260810-007-v01-S01-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S01-firstframe.png","16ec5daff52082f399981e9e98d0986a5c055ecc54a3ac95af8968fedc787cf7","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S01-storyboard-with-copy.png","64968b8717a7fe5ce6a5742da1de2f46e86812abbe0fb1ec14dd1f2ba391c8b3","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S02","04.00","09.40","不设禁令","人物把续杯壶推回桌边","餐桌横向近景，焦点跟随壶","人物只完成推回壶动作","后期确定性叠加：先看自己的重复情况","new","new","yes","餐+杯","2","HC20260810-007-v01-S02-firstframe.png","HC20260810-007-v01-S02-candidate-a.png","HC20260810-007-v01-S02-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S02-firstframe.png","03689ddc5d1c7b70f6d8d470a3f9cd6390be49e9cfe656594f01052be5f71f83","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S02-storyboard-with-copy.png","c074c496f056fd7da8755c2a057648efe0c88dd88d3a3d467957bad120313584","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S03","09.40","14.70","末次时间","咖啡杯旁日光角度形成时点线索","静物俯拍固定","无人动态源：自然光低幅变化","后期确定性叠加：末次饮用时点","new","new","yes","杯+咖啡","2","HC20260810-007-v01-S03-firstframe.png","HC20260810-007-v01-S03-candidate-a.png","HC20260810-007-v01-S03-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S03-firstframe.png","2708995cb40bf82de0a015a0465d0be4561e520e8d85c672eb6ffcc04967826d","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S03-storyboard-with-copy.png","a1a468922843fb097e5141984e01a7867c14a2a3e5d63b90cfee52b6b7a5060f","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S04","14.70","20.00","种类份量","两只不同杯型以确定性静物板并列","无相机运动","无AI动态源；杯型静物板","后期确定性叠加：饮品种类 / 大致份量","deterministic-board","deterministic-board","yes","杯","2","HC20260810-007-v01-S04-firstframe.png","HC20260810-007-v01-S04-candidate-a.png","HC20260810-007-v01-S04-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S04-firstframe.png","06b655be8f317a9cf70150074d0412d53fa7856f6c9852587d5f75a978467693","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S04-storyboard-with-copy.png","afc7aa48c3904057c3e9cd5e3a47044802d75794d267f0fa16ed554f025a8f8d","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S05","20.00","25.40","当晚感受","家中夜间人物坐在床边准备关灯","门侧中远景，轻微推入","人物放下手机并伸手关灯","后期确定性叠加：晚上补入睡感受","new","new","yes","手+手机","2","HC20260810-007-v01-S05-firstframe.png","HC20260810-007-v01-S05-candidate-a.png","HC20260810-007-v01-S05-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S05-firstframe.png","4c6d64ae276c0099e7aeb07be81dff37d2670bec8955eb3bd97aa9b9c5aa661d","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S05-storyboard-with-copy.png","2321e41c484c02fc16e571a479791f0c7cbe629d61d6a121ef41dcf95f0c9bc0","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S06","25.40","30.90","手机记录","人物白天在黑屏手机点按时间与份量位置","越肩手机近景，纯色屏幕","人物两次点按；不生成界面","后期确定性叠加：后期时间 / 份量点选","new","new","yes","手+手机+屏幕","2","HC20260810-007-v01-S06-firstframe.png","HC20260810-007-v01-S06-candidate-a.png","HC20260810-007-v01-S06-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S06-firstframe.png","57ec7fd4f7f4d9dc9a1c5ab226cba8832a982f971179b2f769cbf0659d331b05","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S06-storyboard-with-copy.png","3571a68155cfe0b54cd7694346b4cfd5af336cb8068b6516869ab7747823c1ab","6","5","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","REMEDIATED-2026-08-14: prior ~2.33 phone replaced by ~2.09 blank-screen candidate; independent final review pending.","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S07","30.90","36.40","单变量比较","三只同款杯子沿日光路径排开","无相机运动，确定性排列","无AI动态源；同款杯静物板","后期确定性叠加：比较时只调整时点","deterministic-board","deterministic-board","yes","杯","2","HC20260810-007-v01-S07-firstframe.png","HC20260810-007-v01-S07-candidate-a.png","HC20260810-007-v01-S07-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S07-firstframe.png","4911caa0c6d9fc7389d81091ee5212e6bee31369a1f4b13f8eb88a205b480d56","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S07-storyboard-with-copy.png","98c916d546a2f49cccff6877eb31a85dd10b34d7b98909760f283ba3f733c579","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S08","36.40","42.90","个人差异","不同日子的夜间窗光色板交替","无相机运动","无AI动态源；品牌色夜间板","后期确定性叠加：每个人敏感程度不同","deterministic-board","deterministic-board","no","","1","HC20260810-007-v01-S08-firstframe.png","HC20260810-007-v01-S08-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S08-firstframe.png","2bf5d72920dfacf14e7b8d17e7d8eee7685accb8872894765f3f6aefc75fe73e","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S08-storyboard-with-copy.png","63e968a92f08ff1f4280dccddfa81ed3bec5102e620bc74840f119606e7d63a8","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S09","42.90","49.30","安全边界","人物把咖啡杯留在桌上，远离车钥匙","桌面中景转玄关远景","人物离桌走向沙发，不拿钥匙","后期确定性叠加：不靠加量硬撑","new","new","yes","钥匙+车钥匙+杯+咖啡","2","HC20260810-007-v01-S09-firstframe.png","HC20260810-007-v01-S09-candidate-a.png","HC20260810-007-v01-S09-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S09-firstframe.png","c487d88970416e894fb900afba52dc81f73564480cecd80bc01847c457e1413d","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S09-storyboard-with-copy.png","3693108977c8ffcd713c72c6fd954ed03c32cfd5fed4b0a343841927a6eae3f6","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-007","S10","49.30","56.00","时间卡结束","咖啡杯轮廓与短路径组成结束卡","无相机运动","无AI动态源；确定性结束板","后期确定性叠加：前后关系 / 留作比较","deterministic-board","deterministic-board","yes","杯+咖啡","2","HC20260810-007-v01-S10-firstframe.png","HC20260810-007-v01-S10-candidate-a.png","HC20260810-007-v01-S10-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S10-firstframe.png","bdf5b8d7459aa4c8011c3b0993fae9f1510f8f8b53888e739adc7f18d70e9d59","1080","1920","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/storyboard_with_copy/HC20260810-007-v01-S10-storyboard-with-copy.png","c6311ca918d3dc876e6b3e5f8695b12939a00ca73d507275d02fc32a61162f0d","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-007/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S01","00.00","04.00","自问钩子","社区休息区人物伸向零食前停手","侧面手臂与人物同框中景","人物伸手后停住，不拿起零食","后期确定性叠加：先记线索 / 不判原因","new","new","yes","cover+手+食","2","HC20260810-008-v01-S01-firstframe.png","HC20260810-008-v01-S01-candidate-a.png","HC20260810-008-v01-S01-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S01-firstframe.png","002ab59747f69f72d24e58104048b803e386db6946054d457e62fb8b7a0dde86","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S01-storyboard-with-copy.png","05106b3250110c615585e95f7942b28fece8b0fddc2a8ff18110a173c2dfc1ed","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S02","04.00","09.20","限定为观察字段","饿、渴、场景三个无字形状分开落位","无相机运动","无AI动态源；三枚不同形状色块","后期确定性叠加：一次想吃不等于原因","deterministic-board","deterministic-board","no","","1","HC20260810-008-v01-S02-firstframe.png","HC20260810-008-v01-S02-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S02-firstframe.png","84197b437f9336c7063b867f67af04acb7dd1d3fdd6e24452bc87dcf64312cb9","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S02-storyboard-with-copy.png","f66db551363b748005c6ffbccd400673cbb43cc36f47e6d68e7f0e9dcd4efacc","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S03","09.20","14.50","饥饿线索","人物坐在长椅，双手自然放腿上感受片刻","正面中景固定","人物一次自然呼吸，不做夸张动作","后期确定性叠加：上一餐距离 / 主观饥饿","new","new","yes","手","2","HC20260810-008-v01-S03-firstframe.png","HC20260810-008-v01-S03-candidate-a.png","HC20260810-008-v01-S03-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S03-firstframe.png","8ecebf818b6d9971d2b59f9fae7b8f43bc09b84d74b2afe0d65fba4715bcf9f3","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S03-storyboard-with-copy.png","08485a762d9b65d322c830744d2c1f453e6dd1d978feda57178572337c73c954","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
